timestamp,1,2,3,4,5,6,7,8,9,10
1491432155753,+0.293,+0.094,-0.516,-0.800,+0.918,+0.152,-0.417,-0.750,-0.375,-0.312
1491432155766,+0.293,+0.094,-0.515,-0.800,+0.924,+0.148,-0.414,-0.750,-1.125,-0.250
1491432155790,+0.293,+0.094,-0.515,-0.800,+0.922,+0.150,-0.423,-0.750,-0.500,-0.250
1491432155811,+0.292,+0.093,-0.515,-0.800,+0.916,+0.150,-0.421,-0.750,-0.625,-0.125
1491432155826,+0.292,+0.093,-0.515,-0.800,+0.919,+0.152,-0.424,-0.750,-0.688,-0.250
1491432155849,+0.292,+0.093,-0.515,-0.800,+0.921,+0.149,-0.414,-0.688,-0.188,-0.125
1491432155871,+0.292,+0.093,-0.515,-0.800,+0.918,+0.145,-0.418,-0.625,-0.312,-0.062
1491432155887,+0.292,+0.093,-0.515,-0.800,+0.920,+0.153,-0.422,-0.875,-0.125,-0.438
1491432155908,+0.292,+0.093,-0.515,-0.800,+0.916,+0.151,-0.422,-0.750,+0.438,-0.062
1491432155933,+0.292,+0.093,-0.515,-0.800,+0.922,+0.150,-0.417,-0.750,-0.125,-0.188
1491432155947,+0.292,+0.093,-0.515,-0.800,+0.921,+0.153,-0.418,-0.875,-0.250,-0.312
1491432155968,+0.291,+0.093,-0.516,-0.801,+0.920,+0.150,-0.419,-0.625,-0.062,-0.062
1491432155991,+0.291,+0.093,-0.516,-0.801,+0.923,+0.152,-0.416,-0.688,-0.375,-0.188
1491432156008,+0.291,+0.092,-0.516,-0.801,+0.922,+0.154,-0.421,-0.562,-0.125,-0.250
1491432156029,+0.291,+0.092,-0.516,-0.801,+0.921,+0.151,-0.423,-0.562,-0.250,+0.000
1491432156054,+0.291,+0.092,-0.516,-0.801,+0.923,+0.154,-0.424,-0.875,-0.312,-0.125
1491432156067,+0.291,+0.092,-0.516,-0.801,+0.917,+0.148,-0.417,-0.812,+0.062,+0.062
1491432156089,+0.290,+0.092,-0.516,-0.801,+0.920,+0.149,-0.415,-0.688,-0.062,+0.000
1491432156111,+0.290,+0.092,-0.516,-0.801,+0.925,+0.150,-0.421,-0.750,+0.000,-0.188
1491432156126,+0.290,+0.092,-0.516,-0.801,+0.922,+0.149,-0.417,-0.750,-0.375,-0.188
1491432156151,+0.290,+0.092,-0.516,-0.801,+0.921,+0.156,-0.424,-0.688,-1.188,-0.250
1491432156171,+0.290,+0.092,-0.516,-0.801,+0.924,+0.156,-0.417,-0.688,-0.688,-0.062
1491432156187,+0.290,+0.091,-0.516,-0.801,+0.920,+0.152,-0.422,-0.688,-0.625,+0.125
1491432156209,+0.290,+0.091,-0.516,-0.801,+0.923,+0.150,-0.421,-0.812,-0.188,-0.062
1491432156231,+0.289,+0.091,-0.516,-0.801,+0.921,+0.152,-0.417,-0.750,-0.438,-0.188
1491432156247,+0.289,+0.091,-0.515,-0.801,+0.917,+0.148,-0.421,-0.625,-0.750,-0.188
1491432156269,+0.289,+0.091,-0.515,-0.802,+0.917,+0.150,-0.420,-0.688,-0.312,-0.062
1491432156291,+0.289,+0.091,-0.515,-0.802,+0.922,+0.151,-0.422,-0.750,-0.125,+0.062
1491432156307,+0.289,+0.091,-0.516,-0.802,+0.923,+0.150,-0.419,-0.688,-0.062,-0.125
1491432156329,+0.289,+0.091,-0.516,-0.802,+0.923,+0.154,-0.417,-0.688,+0.000,+0.000
