x1,y1,z1,x2,y2,z2,x3,y3,z3
-2.53578213432,4.50019074477,2.67532785528,-0.999877068743,-8.73434433612,-1.20271277786,-10.9510888283,-8.27593215087,-11.743944794
-2.96566072736,2.52413981475,3.92165027448,-1.80319855082,-5.75600711417,1.23060070007,-8.45828696371,-6.22185470927,-11.2879927277
-5.06110427809,3.64347006815,2.62491380141,-2.84385754084,-6.11680238588,2.32265509018,-8.82239435447,-7.57504356678,-12.9983010242
-7.00637040896,3.61278891617,0.85598786084,-1.82804187703,-9.68211473606,-1.23608555421,-8.51672841826,-5.33235908583,-13.5447238575
-6.9990237396,6.51152605854,5.22107232943,-1.72620444216,-9.82968990632,0.640706099942,-8.96535928602,-5.55092640664,-10.4930183403
-8.80043516671,5.48328245565,3.5803933126,-3.36680611139,-8.07034284665,-0.950344448851,-10.6644057716,-5.14357046472,-12.683939164
-8.71239917157,5.40856991004,5.13314363408,-3.75402800638,-10.8279128846,-2.96952321322,-10.5610915446,-6.212619012,-10.9783030896
-10.4880913229,8.64836165268,2.21903359476,-5.06720225572,-11.9669972335,-3.07630821548,-12.5530047964,-4.96216724759,-14.4482022228
-14.0237638556,5.91334066238,0.867223229493,-2.76907488882,-8.50669694387,-1.74201730381,-10.2194806858,-4.50013002344,-15.248921874
-14.3444267254,7.16087183589,-0.518242319647,-1.49864373537,-8.07058306606,-1.36251197359,-9.42740314954,-0.593154764069,-12.184607962
-12.0425575011,3.81874739194,0.138830094799,-1.85871255959,-8.73887967311,1.07740821931,-8.72313056016,1.64400686382,-10.6262075993
-10.8147720387,5.91445517137,-0.49954374139,-1.67045620891,-9.91144133336,-0.508534210601,-9.15681370159,1.3172020084,-13.0155758893
-9.77322085369,2.73910572933,-0.174657197986,-2.9135767863,-9.04553096748,-0.688997641361,-7.59962325783,0.246269562504,-11.9417921191
-7.8871343368,3.4407373475,0.147878824163,-2.10622197943,-9.61800248883,-3.15755034188,-4.12379323734,-3.57181950601,-13.5224239079
-10.1779694809,1.95976785907,-4.69552982799,-1.28698047925,-7.69649987961,-4.33833086821,-4.12953511436,-5.70455267069,-13.9994597214
-7.7922357105,1.56912431386,-4.76751220426,-0.393536146303,-5.94363142463,-8.2563234128,-4.37564038952,-5.01992524693,-10.1474153836
-4.06012871996,1.82004530701,-5.804678139,-2.48258508757,-8.6189664572,-12.8910011058,-1.58418118344,-7.52149605266,-11.036154833
-3.25503609007,2.30859612784,-7.48643511518,-1.44852803531,-12.0134439998,-16.6627268279,-1.89849776714,-4.10063348149,-11.3791358395
-2.98098865248,4.71190833401,-10.3492563905,-2.39750494465,-15.0739028608,-15.8064375887,-3.82344139126,-4.61974788286,-9.97457866829
-1.1460800781,4.96312665689,-10.3591279793,-2.79833237449,-16.332781991,-13.8430122478,-2.29862634246,-8.13154431163,-7.50440544216
-4.7132235257,3.87900776269,-12.1147394286,-2.65359401943,-13.4234152737,-12.0974271601,-3.08997672547,-9.57393278678,-7.48620381739
-5.96126803183,3.6593098265,-7.90367244626,1.00441765535,-15.8849980413,-12.211365824,-2.55486367629,-9.07212080472,-6.19370619639
-6.08422139999,1.45670185071,-7.54127853612,-0.256225306779,-14.8372656872,-12.1170005215,-6.01211696522,-9.83048764252,-5.09679388392
-2.67777205929,3.88182449209,-6.71069413119,2.94477768753,-17.4089491368,-10.107803556,-2.24381363707,-7.86508425598,-5.18731852317
-4.22903304342,5.39948443233,-5.75530389604,5.41748317161,-17.4321215795,-6.70853258294,-2.33947162562,-10.152585207,-5.3551380982
-4.01470370535,3.96718200593,-1.8708701384,3.92015130451,-18.1829485851,-9.59386544458,-2.28682453842,-7.14527832581,-5.49235851559
-5.4925628554,1.9488183581,-5.10942735863,5.03226377818,-15.2292324489,-8.5831985326,-1.3247819837,-5.4229210356,-1.54025717009
-3.41315115276,3.9479819188,-8.25912759122,5.40107346635,-17.6049794748,-8.78981880888,-2.93449768138,-4.26160048454,-1.17360106201
-4.09417736042,7.83451461542,-10.5337511964,5.08430409522,-15.4047631724,-6.39457763724,-2.18757398723,-6.51613771293,-0.273944212854
-5.92604468977,8.56589803804,-10.0357789753,6.85559588016,-12.7746440025,-6.56602581666,-2.65080704246,-6.33380777398,-0.682135541354
-7.0398214854,7.7310518376,-9.8496440121,6.41869904681,-15.0776175485,-8.51306955061,-1.28430187459,-6.69794447027,0.0308321648382
-4.54137742868,8.31775522172,-11.2138471683,5.88064507699,-13.0598173042,-7.50998261532,-1.39534524977,-10.8672399573,-0.292478238931
-4.48795563261,9.97283206773,-15.4573033007,4.21587975022,-15.9692914179,-4.88734355455,-5.57930047785,-8.49195227829,-0.451374869211
-3.70646317414,13.2463670971,-13.8442838687,2.54715689123,-18.9809123743,-5.28150105773,-4.658780558,-6.99808721962,-2.1615001662
-4.33965125791,10.9945336731,-8.70659473805,-0.821870465229,-20.236432359,-5.10355743906,-5.10798381288,-6.65006847341,-5.99370002989
-4.76111378599,12.2495484244,-8.65768703664,-1.47018982461,-19.7144827567,-3.85106180213,-2.30724245525,-6.82287090098,-4.40365146088
-3.34964004567,14.0415730809,-8.31426281804,-0.12087057773,-19.4211747268,-1.92380780462,0.28857891365,-4.44917244446,-5.31370847772
-2.79516815968,16.6293019839,-8.80678748261,1.64462530766,-22.6383146731,-1.78662268047,-2.40315215358,-4.31944457221,-3.4264630306
-0.985062514936,15.0291460903,-6.6723947917,2.87511491317,-19.6687421755,-0.940701670047,-1.83600198743,0.0196531167493,-2.41998315948
-1.19713635343,13.0824559956,-5.32251038624,2.95604458735,-22.1106161766,-1.14901020898,-4.33967047929,-0.610352238005,-3.21494260782
-3.14305435084,10.5367290223,-5.53399414317,1.58568574301,-23.3836755293,-1.06038827716,-4.45365282598,-0.386094619618,-2.81592420496
-4.26844060776,9.64205800185,-4.72308586345,1.54247932965,-22.8833506138,0.276085567896,-0.672407929082,2.69420164586,0.377911612456
-3.35551475326,11.0593758696,-5.38207765052,1.72598288802,-27.1132978085,1.66030102571,-3.76492223278,0.474108444816,0.927275457514
-2.97635400821,10.7153014807,-4.82574354079,3.39962210486,-24.953279407,2.72243124598,-5.34948629226,2.35312851493,1.61759586102
-3.11226810057,11.6048402682,-4.22750397174,3.35230054426,-23.0705179117,-1.04010769383,-6.94685544808,-0.991091178891,2.00400820851
-5.00517291984,13.2993655519,-4.1913553824,4.86902351439,-23.1547466291,-2.89646238066,-8.8852887949,-1.34002929985,4.38994324236
-4.45828762509,14.269770172,-4.11530359287,6.34668614717,-21.4380411334,-2.08215649508,-11.6805027579,-2.31605424409,5.2843651449
-2.92964495631,11.8779394773,-1.88065127535,4.90300530343,-20.1561431993,-1.66673926228,-14.7357385002,-3.4305621409,4.33425608678
-3.0340518455,10.2044199848,-3.25813061764,8.59459352322,-16.32912709,-2.47743406283,-13.1697805369,-1.99292430541,1.46273433905
-2.63137123131,11.9941296665,-2.68079142455,7.84827451496,-14.319654764,-0.977962713926,-12.8538582165,-2.43005111711,1.25768447966
-0.5984251984,11.6086286077,-5.73846850461,9.94802455465,-16.1822778635,-1.22333272887,-14.6455296023,-6.78646867437,-0.595681205917
1.46882692707,10.8771148302,-6.25766226449,10.2421260338,-16.0129841595,2.86705402552,-15.0110936059,-6.03947971825,3.47738795473
1.91813591611,12.1471584567,-5.27287879584,10.0172310032,-12.6261571296,1.40660438621,-20.1460707277,-3.82347934534,3.89560027128
0.931131009822,13.7470205419,-5.83022819224,8.16382364176,-12.6964330746,2.98045131601,-20.357463296,-3.23441904895,3.46687420809
-0.198698414513,13.1859361609,-9.7523486679,7.3965285262,-15.2038876029,1.89101882008,-22.4939400519,-5.51372280671,2.84949510439
-3.10258584158,9.99738017586,-10.655260046,9.09484827436,-16.2324914691,2.40367733569,-24.987824741,-7.10239206183,3.81156086396
-5.10707707985,10.8165553423,-10.6978227758,12.8261855265,-16.5299920234,2.20248772631,-26.3624471081,-7.94410479661,1.17928703065
-5.53978453609,13.316755317,-9.50962461241,14.8207888353,-17.8691382632,0.330520429255,-26.8015192705,-7.34057311707,0.508131846098
-5.87190440655,13.7152634092,-8.55621314931,11.9666279632,-18.161943325,3.36118309249,-24.2905643583,-5.7177770785,-1.83877692483
-6.15266139896,12.2107000853,-3.76801644878,11.1126019876,-17.8753867622,4.90287957618,-23.8739929036,-5.03315172791,-0.852097132303
-6.09909315047,15.0443797447,-1.9663402358,12.1661262137,-16.6218202681,7.9317976682,-21.5149997688,-5.95736256828,-1.86067833297
-3.56047669739,14.6645775769,0.947329951028,9.4809756594,-19.8441640518,6.5555653371,-24.3238470129,-8.68976505023,-2.60358705551
-3.55761346254,12.6720842816,1.80033921638,9.87576125269,-20.1022162633,6.37427742033,-24.0081427291,-8.91878531964,-2.44386147458
-1.23993200533,12.2765703434,1.65884445548,7.40245216782,-19.8034885712,5.34426999408,-24.3319673627,-8.70044256949,-2.31196383671
0.474795919986,11.5865592883,-0.206453454474,5.55428547624,-17.3579651975,4.65652540203,-27.2049254996,-6.70556439412,-4.42164805569
-1.02959575087,15.0386241033,-1.15656816957,5.06644437466,-17.4212140387,3.29087310203,-27.8652475116,-8.36377170901,-4.15868601005
-1.24291855948,14.8086388877,-0.127119521404,7.09240986166,-19.1199067516,1.77360818718,-27.9149221267,-11.2713722532,-3.93324154433
-1.31426952875,14.38172374,3.68083404601,7.02205321571,-20.2502291742,1.14513384529,-27.1719296278,-11.2132257606,-5.65856267491
-2.32409070416,15.972652947,4.27517350297,9.58939931102,-18.7410348568,1.81507097286,-26.599869403,-11.1486555255,-7.15775320869
-2.74719528672,11.9502172712,4.36985278452,9.75288852468,-21.0427338931,2.6373463424,-28.0800486325,-11.0059122711,-7.97654489314
0.285902173824,14.8274167915,4.32211697988,8.48563164529,-19.1550540794,6.68095576307,-29.9276840445,-10.5320670417,-7.50237583472
3.46346174555,13.8000108549,5.94482376604,9.22046555064,-19.3400295076,6.13922112462,-28.3518306466,-9.95431700485,-8.20148145284
5.55064318821,12.5763980744,4.53273319531,14.2820381388,-20.7160511279,7.11940859157,-28.981996937,-7.41543318956,-11.9098551171
7.93131324422,13.0507246596,1.52643064338,13.6638717278,-21.9513342605,5.00430741348,-32.4100781152,-9.80529130725,-10.9318421515
7.99242651171,12.8988381066,0.724481602507,13.6878062434,-24.5419895015,5.02553802953,-35.8027849546,-8.25209244278,-10.6220961677
8.5373199465,11.3192324574,1.45517069142,10.375743606,-27.8659639985,3.63985425901,-34.5274354147,-6.72761505269,-12.0114808196
11.0752351805,11.4972312402,4.89485477104,6.71888430012,-27.9892825396,5.34798908244,-31.5671446406,-8.40177626742,-12.8553718111
10.3205319282,13.2576588091,5.00138463331,7.02074769754,-27.7988714764,4.82239421183,-31.3734658358,-7.07827944716,-11.1617140627
11.7581891849,11.7783077974,3.96111090606,10.5986910484,-25.7189580526,5.87224308925,-32.1551613736,-8.48020943969,-13.6243777377
13.4949527524,11.8074163343,3.58542328677,13.1088946792,-26.668417305,9.49887815617,-30.6839070731,-9.5481636461,-11.2236529007
14.402257039,11.1902078172,3.70573218177,11.5838152399,-24.1955921389,10.7760797343,-28.9915128473,-7.30677203995,-10.7099851786
14.3341961315,9.8321075529,3.19419231967,11.6776928561,-26.8108105131,5.66775229527,-31.1327047076,-9.15515518627,-9.11486075577
16.7118900516,10.4190490585,2.13712605435,11.5163293874,-25.4643558794,7.77081146222,-30.7418154508,-8.39859103145,-8.36022121174
14.2627254109,12.1367497976,2.50640332232,12.4442048178,-27.4143962581,10.2781936027,-29.1070064367,-8.68039298739,-5.57761555723
16.5382962436,10.7340548561,0.413840711954,12.5026988512,-28.0749143452,10.5458752284,-28.9334094512,-10.3740435569,-8.55871299477
15.3067781388,9.4353144921,2.22886925206,13.3387267958,-28.3019575316,10.8844388563,-28.134411581,-12.5000204881,-11.2141205107
