timestamp,1,2,3,4,5,6,7,8
1491432367450,-3, -2, -4, 1, -4, 0, 1, -1
1491432367464,1, -1, 0, 0, 0, -1, -1, 2
1491432367472,-3, -3, -2, -1, 0, -3, -2, 2
1491432367480,-1, 1, -4, -1, 2, -7, 1, -2
1491432367493,-2, -4, -2, -2, -1, -1, -4, -1
1491432367502,-1, -4, 0, -2, -1, -1, -2, -3
1491432367509,0, -1, 1, 0, 1, -3, -1, -2
1491432367524,-3, 0, -1, -2, -3, 1, -2, -4
1491432367532,0, -2, -1, -1, 0, 1, -2, -3
1491432367539,2, 0, 5, 2, -1, 0, 0, 0
1491432367553,1, -3, 0, -1, 0, -3, -2, -2
1491432367561,-1, -5, -3, 1, -1, -3, 1, 5
1491432367569,-2, 0, 0, -1, -3, 0, 2, 4
1491432367584,-1, -3, -2, -1, -2, 2, -2, 3
1491432367591,1, 5, -1, 0, -1, -2, 0, 2
1491432367600,-2, -2, -4, 0, -2, 0, -3, -5
1491432367613,0, 2, -1, 0, -1, -1, 0, -2
1491432367622,-1, 0, 1, -3, 0, 1, -1, 0
1491432367629,-3, -4, 0, -2, -2, -1, -1, -1
1491432367644,-1, -2, -4, 0, -3, -2, -2, -1
1491432367652,2, -1, 0, 0, -4, -2, 0, -1
1491432367660,-1, 4, 0, 0, 4, -4, 1, 2
1491432367674,-3, -2, 0, -2, -2, 1, 0, 0
1491432367682,0, -3, -1, 0, 0, 2, -1, -3
1491432367689,0, -4, -1, 0, 0, 2, -4, -7
1491432367704,-2, 0, 1, 0, 3, 1, 1, -2
1491432367711,-1, 0, -3, -3, 0, -1, 1, 3
1491432367719,0, -2, -5, -1, -3, -2, 0, -1
1491432367733,-2, -3, -1, -2, -2, 0, 0, -1
1491432367742,-1, 4, -1, -1, -1, -5, -4, -3
1491432367749,-3, -2, -3, -1, -1, -1, -2, -3
1491432367764,0, 0, -1, -1, 0, 0, -2, -1
1491432367771,-1, -3, -1, 2, -3, 0, -1, -2
1491432367779,-1, -3, -3, -2, -3, -2, 0, -1
1491432367793,-2, -4, -4, -3, 0, 2, -2, -4
1491432367802,-1, -4, -2, 0, 0, 1, 0, 0
1491432367809,1, -4, -2, -1, -1, -3, 1, -2
1491432367824,-2, -1, -5, -3, 0, -1, 1, 1
1491432367832,3, 2, 0, -1, -1, 0, -1, 0
1491432367842,-3, -2, 0, 0, 0, 0, -1, 0
1491432367855,-2, -3, -2, -1, 0, -1, 3, -1
1491432367861,-1, -4, 3, 1, 0, -2, 0, -1
1491432367871,-1, 0, -3, 0, -2, -1, 0, 1
1491432367888,0, -3, -1, -3, 0, -2, -1, 0
1491432367892,-2, -2, 1, 1, 0, -3, -2, -1
1491432367899,1, 0, -2, -1, -1, -1, -2, -2
1491432367913,-1, 4, 0, 0, -4, 0, -2, -1
1491432367921,-3, -1, -2, 1, -2, -2, 0, 0
1491432367922,1, -3, 0, -2, -2, 0, -1, 1
1491432367929,0, 2, 0, 1, 0, -1, 0, -1
1491432367944,1, 2, -1, -2, -3, 0, 3, 0
1491432367951,-1, -1, 5, 1, -1, 2, 1, 4
1491432367960,-2, 1, 0, 1, -1, -1, 1, 0
1491432367974,0, -3, -1, -2, 1, 1, -1, 1
1491432367982,-2, -6, -1, -1, 1, 0, 0, -3
1491432367989,-1, 4, 1, -2, -2, -1, -1, 0
1491432368004,1, -5, -4, 1, -1, -3, -3, -2
1491432368011,-3, 0, -2, -3, -4, -3, -2, -3
1491432368012,0, -6, -4, -3, 1, -6, -2, -2
1491432368019,1, 1, 1, -1, 0, 1, 2, 0
1491432368033,0, -9, -2, -1, 2, 1, -1, 0
1491432368041,-1, 6, -1, 2, 0, 0, -1, -1
1491432368042,0, 0, -2, 0, -4, -1, -1, 1
1491432368049,-1, -8, -2, 0, -4, -2, -1, -4
1491432368071,3, 0, -3, 1, -4, -1, 0, 0
1491432368072,0, 1, -2, -2, 1, -3, 0, -4
1491432368079,-4, -1, -1, -2, -1, -2, -2, -6
1491432368094,-4, -1, -1, 0, 0, -2, 0, -2
1491432368102,-2, 5, 2, -1, 0, 1, -1, 0
1491432368116,0, -4, -3, -3, 0, -4, 2, -1
1491432368124,-2, 0, 3, -1, 0, 0, 1, 1
1491432368132,1, 3, -2, 0, 0, 4, -1, -1
1491432368146,0, -3, -1, 0, 3, 1, -1, 1
1491432368147,2, -5, -3, 0, 0, -3, 1, 0
1491432368153,-2, 2, 1, 2, -3, 2, -2, 1
1491432368161,-1, 2, -1, 1, -2, 1, -1, -1
1491432368177,-1, -7, -2, -1, 0, 2, -2, 1
1491432368178,0, 1, -3, -3, -1, -2, -2, 2
1491432368184,1, -2, -1, -2, -1, -1, -2, -2
1491432368192,-1, 6, 1, 1, -2, -3, 0, -1
1491432368206,0, -5, -3, -2, -2, 2, 1, -1
1491432368213,-1, -5, -1, 1, -1, -2, 0, 0
1491432368221,-1, -6, 1, 1, 1, 1, -3, -1
1491432368236,-2, -4, -2, 0, -1, 1, 1, -1
1491432368244,0, -4, -3, -1, 0, -5, -2, -3
1491432368251,-6, -3, -4, -1, 2, 0, -7, -7
1491432368267,-3, -4, -2, -3, -1, 0, 0, 0
1491432368273,0, -2, -5, -1, -2, -1, 0, 1
1491432368281,3, 5, 1, -1, -2, 0, 2, 1
1491432368296,-1, -4, -1, -2, -1, -1, -3, -1
1491432368304,0, 1, -1, 0, 1, -2, -2, -1
1491432368311,-3, 0, -2, -1, 2, 0, 0, -3
1491432368312,1, 2, -2, 0, -2, 1, -3, -1
1491432368326,0, -1, -5, -1, 1, -1, 1, 3
1491432368333,-3, 2, 0, -2, 1, 0, 1, 1
1491432368341,-2, -3, 2, 0, -3, 2, -3, 0
1491432368342,0, -5, -2, 1, -1, 1, -2, -2
1491432368356,-1, -3, -3, -1, -3, -4, 1, 1
1491432368364,1, -1, 2, -1, -3, -4, -1, 1
1491432368378,0, -2, 0, 0, -3, 0, -1, 0
1491432368388,-1, -4, -3, 2, 1, 0, 0, -2
1491432368401,1, 0, 1, -2, 1, -1, 0, 0
1491432368402,1, -4, -2, -2, 0, -4, 0, 0
1491432368403,-3, -2, -1, -3, 0, -4, 0, -4
1491432368416,2, 7, 1, 0, -5, 1, 0, 1
1491432368424,-4, -1, 3, 0, -1, 1, -1, 1
1491432368432,-2, -4, -1, -2, 2, -2, -3, -3
1491432368446,-1, -3, 0, -2, 1, -5, -3, -5
1491432368447,-4, 2, -1, 0, -1, -5, -2, -3
1491432368454,0, -3, -3, 0, -2, -1, -1, -1
1491432368462,-2, -3, -3, 1, -2, 0, -4, 0
1491432368476,-3, -2, -1, 0, -1, 0, 1, -1
1491432368484,-3, -3, -3, 0, -1, 1, -3, -1
1491432368492,-1, -1, 0, -1, -1, -2, 0, 1
1491432368506,-1, -2, 0, 1, -1, 0, 1, 0
1491432368507,1, 0, 2, -2, -2, -2, -1, -1
1491432368514,-2, -2, 0, -3, 1, 0, 0, -3
1491432368521,-3, -6, -1, -2, -1, 4, -1, 0
1491432368522,-2, 0, -2, -1, -5, 0, -2, -3
1491432368536,0, -2, -2, 0, -3, -2, -1, 2
1491432368545,1, -2, -2, -1, 3, 1, 0, 0
1491432368551,-1, -8, -2, 0, 0, -1, 1, -1
1491432368566,-1, -1, -1, -2, -1, 0, 0, 3
1491432368573,2, 3, 1, 1, -1, -2, -1, 0
1491432368581,1, -4, -1, -3, -2, -1, 0, -1
1491432368597,-3, 0, 0, 0, -4, 1, -2, -6
1491432368604,-1, 3, 0, 0, 1, -1, -4, -2
1491432368611,-2, 0, 0, -3, 3, -1, -3, -1
1491432368627,-2, -6, -4, 0, 2, -1, 1, -3
1491432368633,-2, -3, 0, -1, -2, -1, -2, -2
1491432368642,-1, -4, 1, 0, -2, -3, -1, -1
1491432368656,-1, 2, 0, -2, 0, -1, 1, -1
1491432368664,3, 9, 4, 1, -1, -1, 1, 2
1491432368671,-2, -2, -5, -2, -2, 2, -2, 0
1491432368672,-3, -7, -2, 0, -1, 4, -1, 0
1491432368694,0, -2, -1, 1, -1, -1, 0, -1
1491432368701,1, -2, -1, -1, 1, 1, 2, 0
1491432368716,0, -3, -3, -1, -1, -1, 0, -1
1491432368724,-2, -1, -2, -1, -2, -2, -3, -1
1491432368731,-3, -3, -2, 1, -2, 0, -3, 0
1491432368732,1, -1, 0, -1, 2, -1, -1, 2
1491432368746,0, -6, -2, -1, -2, -2, 1, 0
1491432368754,-2, -4, -1, -2, 1, 0, -2, -3
1491432368761,0, -2, -1, 0, 2, 1, 0, -1
1491432368776,-2, -1, -1, -1, -4, 0, -1, 0
1491432368784,0, -4, 0, 0, -1, 0, -3, 0
1491432368791,-1, -3, -3, -1, -1, 2, -1, -1
1491432368806,-1, -1, 1, -1, -2, -3, -1, 1
1491432368813,-1, -4, -1, -1, -2, -2, -1, -2
1491432368821,-3, -6, -4, 0, -2, -2, -1, -1
1491432368836,1, 0, 0, 1, -2, 0, -1, 0
1491432368846,-6, -3, -2, -2, -2, -2, -2, -2
1491432368854,-1, 1, -1, -1, -2, 1, -1, 0
1491432368868,0, 1, -1, -2, -2, 0, 0, -2
1491432368873,-1, 0, 1, 0, 2, -5, 1, 2
1491432368882,-1, 1, 0, -1, 1, 3, 0, -1
1491432368896,0, 5, 2, 1, -2, -3, -2, -2
1491432368904,3, 0, 1, 1, 1, -2, -1, 1
1491432368913,1, 1, 0, -4, -2, -1, -1, 0
1491432368926,-2, -4, -1, -1, -3, -2, -1, -3
1491432368927,-1, 2, -1, 2, 0, -2, -1, -2
1491432368933,-2, -2, -1, -2, -4, -1, -1, 0
1491432368941,-1, -4, -5, -2, 1, -1, -2, -4
1491432368956,-3, 1, 0, -1, 3, -2, -2, -4
1491432368964,-3, -1, 0, -2, -4, 1, 0, -2
1491432368971,0, -7, -1, 0, 0, 4, -1, -1
1491432368986,-2, -1, -1, -2, 2, -1, 0, -1
1491432368994,-4, -2, -4, -1, 0, -2, 0, -3
1491432369001,-3, -3, 3, 0, -2, -3, -3, 1
1491432369016,-3, -3, -4, 0, -2, -3, -3, 2
1491432369017,3, 5, -3, 0, 0, -3, 2, 2
1491432369024,2, -1, -1, 0, -2, 0, -1, -3
1491432369031,-2, 0, 0, -1, -1, 0, -3, 2
1491432369048,0, 1, 5, 0, 0, 3, -2, 0
1491432369053,0, -2, -4, 1, 1, 2, 1, 0
1491432369069,-1, -2, -6, -1, -1, -2, 0, -1
1491432369075,1, -2, 1, 0, 1, 1, 0, -3
1491432369076,1, -5, 0, 1, -1, -3, -2, -2
1491432369084,-2, -1, -3, -2, -2, -1, 1, -2
1491432369099,-1, -2, -1, -2, 0, -1, -1, -3
1491432369106,0, -5, 1, -1, 2, -2, -1, 0
1491432369107,1, 0, -5, -1, 2, 0, 0, 1
1491432369114,-1, -1, -1, -1, -2, 3, -2, -3
1491432369129,-1, -4, 1, -1, 0, 1, 0, 3
1491432369136,0, -2, 3, 0, 2, -3, 0, 2
1491432369144,-1, 5, 0, 2, -2, -3, -1, -2
1491432369158,0, 1, 0, -2, -4, -1, 2, -2
1491432369166,-1, -2, 0, -4, -1, -3, -2, 1
1491432369174,-3, -2, -3, -2, 3, -1, -1, -1
1491432369189,0, -6, 2, -1, 0, -1, -1, -3
1491432369195,-4, -3, -4, -1, -1, 1, -1, -1
1491432369204,-3, -2, 0, 0, 0, 3, 1, -3
1491432369218,-2, -1, -1, 0, -3, -2, -2, -3
1491432369226,1, -2, -2, -1, 0, -3, -1, -1
1491432369227,0, 5, -2, 0, 1, -3, -4, -1
1491432369234,-1, -3, -1, 0, -5, -3, 0, 0
1491432369249,-3, -2, -1, -1, -3, -1, -1, 0
1491432369256,0, -4, 2, 0, 1, -1, 0, 1
1491432369264,1, -2, -1, -1, 2, -3, -1, 0
1491432369278,0, 2, 2, 2, 0, 2, 0, -1
1491432369286,-1, -2, 0, -1, -2, -1, -1, -1
1491432369294,1, -1, 0, -1, -1, -2, -2, -2
1491432369309,0, 0, 1, -1, 0, -1, -2, 0
1491432369316,0, 0, -3, -1, -3, -2, 0, 1
1491432369324,-1, -3, -1, 0, 0, -1, 1, 0
1491432369338,2, 7, 1, -2, 0, 0, -1, 2
1491432369346,-2, -3, -2, 0, -1, 0, -3, -4
1491432369347,0, -1, -4, 1, -1, -2, -1, -2
1491432369354,-3, 1, -1, -2, -1, -3, -3, 0
1491432369369,-2, -3, 1, -1, -1, -1, -1, -2
1491432369376,-2, -5, -3, 0, -1, 2, 0, -2
1491432369385,-2, -4, -2, -3, 0, 0, -2, -2
1491432369398,-1, -5, 0, -1, 0, -4, -2, -2
1491432369406,-1, -2, -1, -1, -6, 0, 1, 0
1491432369414,1, -4, -4, -2, 1, 0, -2, -3
1491432369429,0, -3, -3, -3, 1, -1, -1, -1
1491432369436,-2, 0, 2, -1, 0, -1, 2, -1
1491432369444,0, -2, -4, -1, 0, -2, 0, -1
1491432369458,-2, -4, 1, -3, -2, 0, -2, 3
1491432369467,0, -3, -3, -1, 0, 3, -2, 0
1491432369474,-3, -1, -3, -3, -2, 1, -2, -4
1491432369489,1, 0, 0, 0, 1, -1, 0, -1
1491432369496,2, -3, -3, 1, -3, -2, 1, 0
1491432369504,3, 2, 0, 2, -4, 1, 1, -2
1491432369520,-3, 0, -2, -3, 2, -2, 0, -2
1491432369527,0, -7, 2, -3, 0, -1, -1, 0
1491432369534,-1, -3, -3, 1, 0, -1, -1, -1
1491432369549,-3, 1, -1, -1, -1, -3, -1, 2
1491432369556,0, -2, 1, 1, 0, -3, -2, -3
1491432369564,-1, -4, 2, 0, -3, -3, -2, -1
1491432369578,-3, 3, -1, -1, 0, 1, -1, -1
1491432369587,0, 4, -1, 0, -2, 2, -2, -1
1491432369595,1, 0, -1, 1, -2, 0, -2, -2
1491432369609,-2, -4, -3, -1, 1, 0, 0, -1
1491432369616,-1, -3, -3, -1, -1, -1, -1, -1
1491432369624,2, 0, 1, -1, 0, -2, 0, -1
1491432369641,-1, 3, 4, 0, -1, -3, 1, -1
1491432369647,-3, -2, -4, -1, 0, 0, 0, -1
1491432369654,-1, 0, -1, 0, -4, -3, -2, -1
1491432369655,-3, -3, 0, -3, -4, -3, -3, -3
1491432369669,1, 1, 0, 1, 3, 3, 0, 0
1491432369677,1, 1, 2, -3, 2, 2, -2, 3
1491432369684,-5, -4, -1, -3, 0, -2, -1, -1
1491432369698,-2, -5, -3, 1, -3, -2, 0, -2
1491432369706,-1, 0, -2, 0, -5, -3, 0, 1
1491432369707,0, -1, -4, -3, -2, -4, 0, -3
1491432369724,0, -5, -1, -2, 2, 1, 0, 2
1491432369729,-3, -1, -2, -1, -2, 0, -1, 2
1491432369737,0, -1, -1, -1, -2, 1, -2, -1
1491432369744,-2, -1, 2, -1, -3, 0, -1, -2
1491432369759,1, 4, 1, 4, -3, 1, 2, 1
1491432369766,0, 2, 6, 2, 1, -2, -1, 1
1491432369782,-1, -6, -5, -2, -1, 0, 0, -1
1491432369790,-1, -7, 0, -1, -3, -1, 0, 0
1491432369797,-2, -3, -3, -1, 1, -2, 0, -1
1491432369805,-4, -4, -1, 0, 1, 0, -2, -3
1491432369819,-1, 1, -3, -2, -4, -2, 1, 0
1491432369826,-1, 1, -3, 0, -1, 0, 0, -1
1491432369846,-3, 0, 3, 0, 1, 3, -1, -1
1491432369849,-4, 1, -2, -3, 2, -1, -2, -2
1491432369857,-3, -3, -3, -2, 1, -3, -2, 0
1491432369864,-1, 1, -1, 1, -1, 0, -3, -2
1491432369879,-2, 1, -1, 0, -4, -1, 0, 2
1491432369887,1, -3, -3, -2, -4, -3, 0, 1
1491432369902,-1, -1, -3, -1, 1, -2, 0, -1
1491432369909,0, -4, -3, 0, -2, -5, 1, -2
1491432369917,-1, 4, 1, -2, -1, 3, -1, 2
1491432369924,-2, -3, -2, 0, -3, 0, -2, -4
1491432369946,1, -2, 0, 0, 1, -3, -3, -3
1491432369947,0, -3, -1, 2, 0, -1, -1, 0
1491432369962,0, -5, -1, -1, -1, -5, 0, -1
1491432369969,1, -2, -2, -5, -1, 2, 2, 3
1491432369977,2, 4, 2, 2, -1, 2, -1, 0
1491432369992,-1, 3, 1, 0, -1, -2, -1, 0
1491432369999,-1, -1, 0, -1, 0, -2, 0, -3
1491432370006,0, -4, -1, -1, -3, 3, 0, 1
1491432370007,0, -2, 0, -1, -2, 1, 0, 3
1491432370022,2, 7, 1, -2, -1, -2, -1, -2
1491432370029,2, 4, -2, -1, 1, 1, 1, -3
1491432370037,0, -2, -1, 0, 0, -2, -1, 0
1491432370052,0, 0, -3, -1, 0, 1, -1, -3
1491432370059,-4, -8, -5, -1, 0, -2, -2, -2
1491432370067,0, -5, -1, -1, 0, -3, 0, 1
1491432370082,-2, -3, 0, -3, -4, 0, -1, 0
1491432370089,0, -2, 1, -2, -2, -1, -1, -1
1491432370097,-2, 0, -2, -1, -2, -2, 0, -3
1491432370112,-1, 1, 0, 0, 2, -3, 0, 0
1491432370119,0, -7, -2, -1, 1, 2, 1, 2
1491432370126,-1, -1, 1, 1, -4, -2, -1, 0
1491432370142,-1, -2, -2, -1, -2, -1, -2, 0
1491432370149,1, 4, 2, -2, 0, -1, -2, 2
1491432370157,2, -2, -1, -4, 0, -1, 0, -1
1491432370171,-1, -1, -1, -2, 0, -1, -1, -1
1491432370179,-3, -1, -3, 2, 3, -3, 0, 0
1491432370186,-2, -4, -3, 0, 2, 0, -1, 0
1491432370187,-2, 0, -3, 1, 2, 0, -2, -1
1491432370202,-2, -2, -2, -2, -3, 1, 0, 1
1491432370209,-2, -1, -2, -1, -4, -2, 1, -2
1491432370210,-1, -6, -4, -2, -4, -1, 0, 0
1491432370217,1, 3, 0, 0, 0, 1, -1, -1
1491432370232,0, -2, -1, 1, 0, -1, -2, 0
1491432370233,-2, -1, -1, -1, 1, -1, -3, 1
1491432370240,-1, -2, 0, 0, -1, 1, -1, -3
1491432370246,-2, 2, -3, -2, -1, -2, 1, -2
1491432370262,-2, -4, -3, -2, 2, -4, -1, -1
1491432370269,0, -5, 1, -4, -3, 2, 2, 1
1491432370277,-3, -4, 0, -2, -4, -1, -1, -3
1491432370291,0, -3, -1, 1, -2, 1, -1, -2
1491432370299,2, 0, -2, -1, 0, -4, -2, -3
1491432370306,-3, -2, -1, -2, 0, -3, -1, -2
1491432370322,-2, 0, -2, -2, 1, 1, -4, 0
1491432370329,-1, 1, -1, 3, -2, 2, -1, -2
1491432370337,0, -3, 0, 0, -1, -3, 0, 0
1491432370351,1, -2, -2, -1, 0, -4, -1, -1
1491432370359,-1, -1, -1, 0, -3, 0, 1, 1
1491432370366,0, -3, 0, -2, 1, 1, 1, -1
1491432370382,2, 5, 5, 0, -2, 2, -1, 0
1491432370389,-1, -2, -1, -1, -1, -1, 1, -3
1491432370397,0, -3, -1, -1, -2, -1, 0, -3
1491432370411,-2, 0, -1, -1, -1, -2, -2, -1
1491432370419,0, -4, -1, 0, -3, -1, -2, 2
1491432370426,-2, -1, -2, -1, 1, -4, -3, -3
1491432370443,0, -2, 0, 1, 3, -1, -2, -1
1491432370449,-1, -1, 0, 1, 1, 2, 2, 2
1491432370457,-2, -3, -1, -3, -1, 1, -1, -1
1491432370471,-1, -1, -1, -2, -5, -2, -1, -2
1491432370479,-2, -1, -2, -2, -2, 1, -1, 1
1491432370487,-2, 4, -4, 0, 0, -2, 0, 0
1491432370502,0, -3, -2, -2, 0, 1, -2, -3
1491432370509,1, -8, -2, 0, -1, 0, -1, 0
1491432370517,-1, -2, -2, 1, -1, -5, -2, -4
1491432370531,0, -3, -1, 0, -2, 1, -1, 0
1491432370539,0, 0, 1, -4, 0, -1, -1, 0
1491432370547,-1, -2, -1, -4, -2, 0, -1, 0
1491432370562,-3, -1, -2, 1, 1, 4, -1, -3
1491432370569,-1, 3, -1, 1, 0, -2, -1, 0
1491432370577,-3, -2, -4, 1, -1, -2, -2, 0
1491432370591,3, -1, -2, -1, -2, 2, 1, -1
1491432370592,-2, -5, -1, -3, 0, -1, -1, 0
