timestamp,1,2,3,4,5,6,7,8,9,10
1491432367457,+0.867,+0.444,+0.114,+0.197,+0.848,-0.029,-0.547,-0.938,-0.812,-0.375
1491432367478,+0.867,+0.444,+0.113,+0.197,+0.860,-0.025,-0.550,-1.000,-0.750,-0.125
1491432367495,+0.867,+0.444,+0.113,+0.196,+0.860,-0.026,-0.555,-0.750,-0.625,-0.125
1491432367516,+0.867,+0.443,+0.113,+0.196,+0.853,-0.030,-0.553,-0.750,-0.812,-0.188
1491432367538,+0.867,+0.443,+0.113,+0.196,+0.853,-0.026,-0.551,-0.688,-0.750,+0.062
1491432367554,+0.867,+0.443,+0.113,+0.196,+0.851,-0.029,-0.545,-0.938,-0.312,+0.188
1491432367576,+0.867,+0.443,+0.113,+0.196,+0.857,-0.028,-0.544,-1.000,-0.625,+0.125
1491432367598,+0.867,+0.443,+0.113,+0.196,+0.856,-0.025,-0.547,-1.000,-1.000,+0.250
1491432367614,+0.867,+0.443,+0.113,+0.195,+0.852,-0.031,-0.555,-0.750,-0.500,+0.250
1491432367637,+0.867,+0.443,+0.113,+0.195,+0.852,-0.029,-0.553,-0.812,-0.375,+0.062
1491432367660,+0.868,+0.443,+0.112,+0.195,+0.853,-0.026,-0.545,-1.062,-0.312,+0.250
1491432367675,+0.868,+0.443,+0.112,+0.195,+0.856,-0.027,-0.553,-1.250,-0.812,+0.125
1491432367696,+0.868,+0.443,+0.112,+0.195,+0.857,-0.027,-0.546,-0.938,-0.688,+0.312
1491432367719,+0.868,+0.443,+0.112,+0.195,+0.848,-0.030,-0.548,-0.938,-0.500,+0.188
1491432367735,+0.868,+0.443,+0.112,+0.194,+0.853,-0.025,-0.553,-1.000,-0.750,+0.125
1491432367757,+0.868,+0.443,+0.112,+0.194,+0.855,-0.026,-0.550,-0.875,+0.125,+0.375
1491432367778,+0.868,+0.443,+0.112,+0.194,+0.854,-0.027,-0.550,-1.062,-0.250,+0.250
1491432367794,+0.868,+0.443,+0.112,+0.194,+0.855,-0.030,-0.547,-0.938,-0.188,+0.438
1491432367816,+0.868,+0.443,+0.112,+0.193,+0.850,-0.029,-0.553,-0.812,-0.125,+0.500
1491432367840,+0.868,+0.443,+0.112,+0.193,+0.855,-0.033,-0.547,-0.875,-0.250,+0.125
1491432367855,+0.868,+0.443,+0.112,+0.193,+0.855,-0.032,-0.550,-0.750,-0.250,+0.250
1491432367877,+0.868,+0.443,+0.111,+0.193,+0.853,-0.030,-0.549,-0.688,-1.062,-0.125
1491432367899,+0.868,+0.443,+0.111,+0.193,+0.851,-0.026,-0.550,-0.938,-0.938,+0.000
1491432367914,+0.868,+0.443,+0.111,+0.193,+0.847,-0.027,-0.548,-1.000,+0.062,+0.312
1491432367937,+0.868,+0.443,+0.111,+0.192,+0.854,-0.025,-0.549,-1.250,-0.562,+0.250
1491432367958,+0.868,+0.443,+0.111,+0.192,+0.856,-0.027,-0.548,-0.938,+0.125,+0.375
1491432367975,+0.868,+0.443,+0.111,+0.192,+0.851,-0.029,-0.551,-0.875,-0.562,+0.000
1491432367996,+0.868,+0.443,+0.111,+0.192,+0.856,-0.029,-0.552,-0.812,-0.688,+0.062
1491432368018,+0.868,+0.443,+0.111,+0.192,+0.854,-0.028,-0.545,-0.875,-0.250,+0.250
1491432368034,+0.869,+0.443,+0.111,+0.192,+0.851,-0.029,-0.549,-1.000,-1.188,+0.000
1491432368057,+0.869,+0.443,+0.110,+0.191,+0.855,-0.029,-0.554,-0.750,-0.312,+0.500
1491432368078,+0.869,+0.443,+0.110,+0.191,+0.848,-0.034,-0.555,-0.750,-0.188,+0.125
1491432368094,+0.869,+0.443,+0.110,+0.191,+0.850,-0.028,-0.554,-1.062,-0.375,+0.312
1491432368117,+0.869,+0.443,+0.110,+0.191,+0.859,-0.027,-0.549,-0.750,+0.625,+0.375
1491432368139,+0.869,+0.444,+0.110,+0.191,+0.853,-0.027,-0.550,-0.750,-0.062,-0.125
1491432368155,+0.869,+0.444,+0.110,+0.190,+0.858,-0.029,-0.551,-0.688,+0.000,+0.188
1491432368178,+0.869,+0.444,+0.110,+0.190,+0.850,-0.032,-0.553,-0.750,+0.625,+0.188
1491432368199,+0.869,+0.444,+0.110,+0.190,+0.853,-0.033,-0.544,-1.000,+0.812,+0.062
1491432368214,+0.869,+0.444,+0.110,+0.190,+0.860,-0.030,-0.544,-0.875,+0.562,+0.312
1491432368237,+0.869,+0.444,+0.110,+0.190,+0.857,-0.027,-0.546,-0.938,-0.062,+0.188
1491432368259,+0.869,+0.444,+0.110,+0.189,+0.854,-0.032,-0.547,-1.125,-0.500,+0.000
1491432368275,+0.869,+0.444,+0.110,+0.189,+0.855,-0.029,-0.550,-1.250,-0.562,+0.125
1491432368297,+0.869,+0.444,+0.110,+0.189,+0.859,-0.029,-0.548,-0.938,-0.812,+0.125
1491432368319,+0.869,+0.444,+0.110,+0.189,+0.855,-0.029,-0.546,-0.875,-0.875,+0.000
1491432368335,+0.869,+0.444,+0.109,+0.189,+0.852,-0.026,-0.545,-1.062,-1.062,-0.250
1491432368357,+0.869,+0.444,+0.109,+0.189,+0.855,-0.026,-0.554,-0.938,-0.500,-0.125
1491432368379,+0.869,+0.444,+0.109,+0.188,+0.854,-0.028,-0.554,-0.562,-0.125,-0.125
1491432368401,+0.869,+0.444,+0.109,+0.188,+0.853,-0.030,-0.556,-0.688,-0.125,-0.125
1491432368417,+0.869,+0.444,+0.109,+0.188,+0.854,-0.028,-0.555,-0.625,-0.250,-0.312
1491432368439,+0.869,+0.444,+0.109,+0.188,+0.850,-0.026,-0.549,-0.625,-0.438,-0.375
1491432368455,+0.869,+0.444,+0.109,+0.188,+0.851,-0.029,-0.555,-0.750,-0.375,-0.062
1491432368477,+0.869,+0.444,+0.109,+0.188,+0.852,-0.028,-0.546,-0.812,+0.062,+0.062
1491432368499,+0.869,+0.444,+0.109,+0.188,+0.857,-0.030,-0.553,-0.938,-0.375,+0.250
1491432368515,+0.869,+0.444,+0.108,+0.187,+0.855,-0.026,-0.555,-1.250,-0.312,+0.375
1491432368537,+0.869,+0.444,+0.108,+0.187,+0.854,-0.029,-0.547,-1.062,-0.188,+0.500
1491432368559,+0.869,+0.444,+0.108,+0.187,+0.857,-0.024,-0.549,-1.000,-0.875,+0.375
1491432368576,+0.870,+0.444,+0.108,+0.187,+0.854,-0.026,-0.551,-0.875,-0.375,+0.750
1491432368597,+0.870,+0.444,+0.108,+0.187,+0.846,-0.029,-0.555,-1.125,-0.250,+0.250
1491432368619,+0.870,+0.444,+0.108,+0.186,+0.850,-0.027,-0.549,-1.188,-0.125,+0.375
1491432368635,+0.870,+0.444,+0.108,+0.186,+0.854,-0.028,-0.554,-1.062,+0.688,+0.500
1491432368657,+0.870,+0.444,+0.108,+0.186,+0.854,-0.024,-0.547,-1.000,+0.375,+0.250
1491432368680,+0.870,+0.445,+0.108,+0.186,+0.852,-0.027,-0.549,-1.062,+0.938,+0.625
1491432368695,+0.870,+0.445,+0.108,+0.185,+0.850,-0.032,-0.553,-1.062,+1.500,+0.562
1491432368717,+0.869,+0.445,+0.108,+0.185,+0.854,-0.030,-0.549,-1.125,+1.188,+0.500
1491432368739,+0.869,+0.445,+0.108,+0.185,+0.862,-0.029,-0.548,-0.562,+1.000,+0.188
1491432368755,+0.869,+0.445,+0.108,+0.185,+0.861,-0.031,-0.542,-0.312,+0.188,-0.312
1491432368777,+0.869,+0.445,+0.108,+0.185,+0.857,-0.028,-0.551,-0.250,-0.125,-0.438
1491432368803,+0.869,+0.445,+0.108,+0.185,+0.847,-0.030,-0.543,-0.312,+0.375,-0.562
1491432368814,+0.869,+0.445,+0.108,+0.185,+0.849,-0.033,-0.550,-0.938,+0.625,-0.500
1491432368837,+0.869,+0.446,+0.108,+0.185,+0.855,-0.024,-0.546,-0.875,+1.812,-0.312
1491432368859,+0.869,+0.446,+0.107,+0.184,+0.854,-0.028,-0.542,-0.812,+1.375,-0.500
1491432368874,+0.869,+0.446,+0.107,+0.184,+0.869,-0.024,-0.548,-0.688,+0.750,-0.812
1491432368897,+0.869,+0.446,+0.107,+0.184,+0.856,-0.035,-0.542,-0.375,+0.750,-0.750
1491432368919,+0.869,+0.446,+0.107,+0.184,+0.852,-0.026,-0.542,-0.750,-0.438,-1.188
1491432368934,+0.869,+0.447,+0.107,+0.184,+0.858,-0.025,-0.553,-0.688,+0.438,-0.875
1491432368957,+0.869,+0.447,+0.107,+0.184,+0.849,-0.030,-0.543,-0.625,+0.875,-0.938
1491432368981,+0.869,+0.447,+0.107,+0.184,+0.860,-0.025,-0.546,-1.000,+0.562,-0.500
1491432368994,+0.869,+0.447,+0.107,+0.184,+0.854,-0.026,-0.547,-0.688,+1.625,+0.000
1491432369017,+0.869,+0.447,+0.107,+0.184,+0.851,-0.026,-0.549,-0.875,+1.188,-0.125
1491432369039,+0.869,+0.448,+0.107,+0.184,+0.861,-0.024,-0.551,-0.938,+1.750,+0.375
1491432369055,+0.868,+0.448,+0.107,+0.183,+0.856,-0.033,-0.544,-0.875,+1.750,+0.312
1491432369077,+0.868,+0.448,+0.107,+0.183,+0.860,-0.028,-0.541,-1.062,+0.562,+0.000
1491432369100,+0.868,+0.448,+0.107,+0.183,+0.863,-0.026,-0.540,-1.000,+1.500,+0.500
1491432369115,+0.868,+0.449,+0.107,+0.183,+0.861,-0.029,-0.540,-1.062,+0.750,+0.125
1491432369137,+0.868,+0.449,+0.106,+0.182,+0.862,-0.021,-0.538,-1.000,+0.125,+0.375
1491432369159,+0.868,+0.449,+0.106,+0.182,+0.856,-0.025,-0.540,-0.812,+0.438,+0.688
1491432369181,+0.868,+0.449,+0.106,+0.182,+0.854,-0.030,-0.542,-1.250,-0.250,+0.375
1491432369197,+0.868,+0.449,+0.106,+0.182,+0.863,-0.028,-0.541,-1.125,+0.125,+0.688
1491432369219,+0.868,+0.449,+0.106,+0.181,+0.862,-0.029,-0.540,-1.062,-0.125,+0.625
1491432369241,+0.868,+0.449,+0.106,+0.181,+0.863,-0.025,-0.542,-1.125,-0.750,+0.500
1491432369257,+0.868,+0.449,+0.106,+0.181,+0.859,-0.026,-0.540,-1.000,-0.438,+0.812
1491432369279,+0.869,+0.449,+0.106,+0.181,+0.860,-0.030,-0.543,-0.812,-0.812,+0.625
1491432369302,+0.869,+0.449,+0.106,+0.180,+0.859,-0.029,-0.543,-0.875,-0.938,+0.812
1491432369317,+0.869,+0.449,+0.106,+0.180,+0.857,-0.029,-0.540,-0.938,-0.688,+0.688
1491432369339,+0.869,+0.449,+0.106,+0.180,+0.858,-0.025,-0.547,-0.938,-0.938,+0.500
1491432369361,+0.869,+0.449,+0.106,+0.180,+0.861,-0.025,-0.543,-0.688,-0.750,+0.625
1491432369377,+0.869,+0.449,+0.106,+0.180,+0.859,-0.029,-0.545,-0.562,-0.625,+0.250
1491432369399,+0.869,+0.449,+0.105,+0.179,+0.856,-0.027,-0.545,-0.562,-1.438,+0.375
1491432369421,+0.869,+0.448,+0.105,+0.179,+0.858,-0.032,-0.544,-0.750,-0.562,+0.625
1491432369437,+0.869,+0.448,+0.105,+0.179,+0.854,-0.027,-0.544,-1.000,-0.812,+0.250
1491432369459,+0.869,+0.448,+0.105,+0.179,+0.856,-0.027,-0.541,-1.125,-0.500,+0.438
1491432369482,+0.869,+0.448,+0.105,+0.178,+0.858,-0.030,-0.538,-1.000,-0.250,+0.688
1491432369497,+0.870,+0.448,+0.105,+0.178,+0.864,-0.026,-0.544,-1.000,-0.875,+0.625
1491432369521,+0.870,+0.448,+0.105,+0.178,+0.856,-0.028,-0.548,-0.875,-0.750,+0.812
1491432369541,+0.870,+0.448,+0.105,+0.178,+0.859,-0.030,-0.549,-0.875,-0.375,+0.812
1491432369557,+0.870,+0.448,+0.105,+0.177,+0.854,-0.029,-0.548,-1.188,-0.375,+0.750
1491432369579,+0.870,+0.448,+0.105,+0.177,+0.862,-0.027,-0.549,-1.000,+0.125,+1.062
1491432369602,+0.870,+0.448,+0.105,+0.177,+0.860,-0.030,-0.547,-0.812,-0.062,+0.875
1491432369621,+0.870,+0.448,+0.105,+0.177,+0.860,-0.029,-0.542,-0.875,-0.500,+0.312
1491432369641,+0.870,+0.448,+0.105,+0.176,+0.861,-0.032,-0.543,-0.750,-0.500,+0.562
1491432369668,+0.870,+0.448,+0.105,+0.176,+0.856,-0.031,-0.543,-0.688,-0.688,+0.062
1491432369677,+0.870,+0.448,+0.104,+0.176,+0.854,-0.029,-0.547,-0.938,-0.750,+0.188
1491432369699,+0.870,+0.448,+0.104,+0.176,+0.856,-0.033,-0.541,-0.938,+0.062,+0.562
1491432369725,+0.870,+0.448,+0.104,+0.175,+0.855,-0.030,-0.545,-1.188,+0.125,+0.375
1491432369736,+0.870,+0.448,+0.104,+0.175,+0.863,-0.027,-0.546,-1.062,-0.188,+0.562
1491432369758,+0.870,+0.448,+0.104,+0.175,+0.858,-0.032,-0.548,-0.875,-0.125,+0.438
1491432369781,+0.870,+0.448,+0.104,+0.175,+0.855,-0.032,-0.544,-1.125,-0.312,+0.438
1491432369796,+0.870,+0.449,+0.104,+0.174,+0.859,-0.029,-0.542,-1.188,+0.500,+0.500
1491432369818,+0.870,+0.449,+0.104,+0.174,+0.859,-0.028,-0.545,-1.125,+0.188,+0.500
1491432369843,+0.870,+0.449,+0.104,+0.174,+0.856,-0.026,-0.545,-1.062,+0.188,+0.688
1491432369856,+0.870,+0.449,+0.104,+0.174,+0.858,-0.029,-0.544,-0.812,+0.938,+1.062
1491432369878,+0.870,+0.449,+0.104,+0.173,+0.859,-0.031,-0.539,-0.938,+1.125,+0.875
1491432369901,+0.870,+0.449,+0.104,+0.173,+0.863,-0.029,-0.538,-0.938,+0.500,+0.875
1491432369915,+0.870,+0.449,+0.104,+0.173,+0.864,-0.036,-0.543,-0.625,+0.250,+0.500
1491432369946,+0.870,+0.449,+0.104,+0.173,+0.854,-0.033,-0.545,-0.750,-0.125,+0.062
1491432369961,+0.870,+0.450,+0.104,+0.172,+0.857,-0.031,-0.545,-0.938,+0.312,+0.250
1491432369976,+0.870,+0.450,+0.103,+0.172,+0.857,-0.033,-0.545,-1.062,+0.875,+0.188
1491432369998,+0.870,+0.450,+0.103,+0.172,+0.862,-0.027,-0.539,-0.875,-0.188,+0.125
1491432370021,+0.870,+0.450,+0.103,+0.172,+0.858,-0.033,-0.540,-0.750,+0.250,+0.312
1491432370035,+0.870,+0.450,+0.103,+0.172,+0.858,-0.037,-0.543,-0.938,-0.250,+0.125
1491432370058,+0.870,+0.450,+0.103,+0.171,+0.865,-0.035,-0.542,-1.125,-0.375,-0.062
1491432370081,+0.870,+0.450,+0.103,+0.171,+0.862,-0.034,-0.537,-0.938,-0.250,+0.000
1491432370096,+0.870,+0.450,+0.103,+0.171,+0.860,-0.031,-0.542,-0.875,-1.250,-0.062
1491432370118,+0.871,+0.450,+0.103,+0.171,+0.857,-0.031,-0.543,-0.875,-1.000,+0.000
